iteration,cost_goal0,cost_goal1,cost_goal2
1,58.66213376966311,55.31999999999999,51.927430898374524
2,60.58608413493347,56.919999999999995,52.1511380948416
3,60.80220054616303,56.919999999999995,52.38181031294283
4,61.42431587764843,56.92,52.350184821069305
5,68.06234694422588,63.4,58.413247519652415
6,61.477767309461434,57.49999999999999,52.72324092261157
7,61.30322026979554,57.49999999999999,53.02488508973715
8,62.42458572751566,57.49999999999999,53.86724238013903
1,61.414358251507714,57.49999999999999,53.77481194361659
2,61.80628975657645,57.49999999999999,53.93787730128246
3,62.15657824161704,57.49999999999999,52.858790577696155
4,61.8313026280881,57.49999999999999,51.88762057762103
5,60.84411122141604,57.49999999999999,52.84563007448653
6,57.34799945906977,53.459999999999994,50.250207343048444
7,62.18556232612774,58.480000000000004,53.50770981513074
8,63.40617481938099,58.480000000000004,53.37771744019187
9,63.461819270995335,58.480000000000004,55.050874481518626
10,54.5549016602774,50.7,47.47050678360812
11,46.08996545157574,43.56,40.09618502306562
12,46.1270696902978,42.12,38.90458452692396
13,45.147413795952836,42.120000000000005,38.497614294328685
14,52.77815673253919,49.160000000000004,45.17951063204641
15,52.01873872761454,49.160000000000004,45.435107667990266
16,53.01649587544628,49.16000000000001,46.20616463946641
17,55.259719603053796,51.92000000000001,48.192284624994606
18,57.724876891986185,53.38000000000001,51.13676004057075
19,58.702120250226805,55.400000000000006,50.9730787249823
20,59.28916781299813,54.080000000000005,49.756004933482735
21,60.618288812623646,56.9,51.7376248057229
22,59.71822656694385,56.9,52.010495961411685
23,61.67518335347711,56.900000000000006,52.576671919836656
24,61.21754779409583,56.900000000000006,53.47429407390206
25,51.20513992957907,48.0,43.81630131031997
26,50.84843677780123,48.0,42.853727165848596
27,43.459416096641405,40.800000000000004,37.52569840007825
28,43.272663879806814,40.800000000000004,37.65829390142867
29,42.93654539888399,40.800000000000004,37.11994778278043
30,47.55139849318378,44.14000000000001,41.24966963359742
31,47.370496613403176,44.14000000000001,41.665248237167766
32,44.26602499612855,40.800000000000004,37.34708473146043
33,44.55772484708062,40.800000000000004,38.380940716474946
34,43.075379186081314,39.84,36.29301794645905
35,42.26857575185103,39.84,36.384007596792706
36,42.86495880040408,39.84,37.46819073723727
37,43.24393398160742,39.84,37.43548003456254
38,44.61673717302446,42.0,38.14689246637328
39,43.841609060566284,40.8,38.15181597388866
40,43.979426591911434,40.800000000000004,37.105793083510925
41,45.683037456235795,42.14000000000001,39.29321551158994
42,45.10050851007755,42.14000000000001,38.990775380209165
43,44.267123433748985,42.14,39.270571444913074
44,43.48630686288592,40.54,37.74770690349001
45,42.95062346158532,40.54,36.13719289139675
46,44.00853757543045,40.54,37.158915791366155
47,35.55044279507274,34.06,31.394640193966268
48,34.61785631287057,32.66,29.635058315081594
49,37.038080838855905,34.699999999999996,32.57855650979668
50,37.33330836244508,34.699999999999996,32.06250385636751
51,37.73576751710991,34.7,32.97224827928805
52,36.41045312553831,34.7,32.257051799706595
53,36.96371970025908,34.7,31.927088877919246
54,40.900995873232354,38.220000000000006,34.54373481193043
55,40.833523211519285,38.220000000000006,34.50329514136053
56,37.18286913296326,34.96,33.095455835137294
57,37.11898598633146,34.7,31.4320683951681
58,37.49273571563606,34.7,31.425568336521284
59,36.618129597839236,34.7,31.8165211765177
60,36.842569629993875,34.7,32.94339243813058
61,37.56320662344998,34.36,31.112603269297985
62,36.47610157189431,34.36,31.142189028296023
63,38.34096456368881,35.839999999999996,33.67360529067466
64,31.463543524784413,28.8,26.29240032883109
65,30.63327472105517,29.84,28.244959487514883
66,33.52413344126004,30.78,27.897436222206867
67,28.53134477416463,28.020000000000003,26.119871176751847
68,28.156632696037864,26.560000000000002,24.586775423611044
69,33.54433891623267,31.54,29.193933213670693
70,35.68470940385244,32.160000000000004,29.381559258159662
71,33.017899608540965,31.100000000000005,28.78087959770362
72,34.89591197510946,31.100000000000005,29.47332469745214
73,36.43367026455229,34.7,31.866211489457633
74,39.6104525763395,37.260000000000005,33.912495103805306
75,43.803222470598094,40.24,37.209099611108115
76,47.884724375396985,44.67999999999999,42.06485059543019
77,56.945126940526244,52.53999999999999,48.84471255521438
78,55.908058112925225,52.53999999999999,47.859671360293255
79,56.40377780790272,52.53999999999999,47.57055544811701
80,51.48641808500679,49.2,45.783670086995286
81,52.917923309869124,49.2,45.85486249461914
82,57.611946293143156,53.660000000000004,50.550631871041226
83,57.258731335232504,53.660000000000004,49.2484978473472
84,60.38822080459718,56.400000000000006,52.33139829068654
85,63.72102187767748,60.440000000000005,56.71095481014747
86,64.84594501461802,60.440000000000005,55.9541323055869
87,64.78106216479853,60.44,56.458660699951324
88,61.9744733481174,58.279999999999994,54.57075884978374
89,62.30207745914169,58.279999999999994,53.92604075571269
90,62.11357142242342,58.279999999999994,53.61571590719952
91,60.80048097370994,56.94,51.873469908638306
92,61.836223177774066,56.94,52.79438407815297
93,62.040018586988964,56.94,52.6460307644826
94,62.02443637546291,56.94,52.82304122909222
95,60.92343332095444,56.94,53.29342543812713
96,65.53476221625888,61.339999999999996,58.377479380375604
97,65.77281047976497,61.699999999999996,56.84514106407513
98,65.97063155579406,61.7,57.032213676229055
99,63.8933878712302,59.66,55.44654042330196
100,65.62044907596092,61.160000000000004,56.076774977339525
101,65.89179396044177,61.160000000000004,57.38731446161849
102,70.78297933768397,65.58,60.84863985471406
103,69.82404689629377,65.58,61.31674013533857
104,64.99807063280564,62.06,57.61692345810286
105,68.51286807259721,63.96,58.1237311987017
106,69.13476625526835,63.96,58.73413922672014
107,64.63409366874517,60.480000000000004,55.96333763490466
108,65.96604075216324,62.800000000000004,58.85355982796579
109,67.05068226037608,62.800000000000004,58.0151498244441
110,67.95405774175158,62.800000000000004,57.68988992912836
111,67.99269393904419,63.46000000000001,58.941368878485044
112,67.88511851105463,63.46000000000001,58.762265840886606
113,67.45661244753762,62.64,58.22574190832259
114,69.35510298996232,65.7,60.965485166009536
115,69.47973885599907,64.66,60.504613088573066
116,68.11046614715768,63.72,58.69657083604194
117,67.55350559862381,63.72,58.55096982488027
118,68.23171524523706,63.72,58.47233292532783
119,61.32346898523394,56.72,52.05580063397235
120,62.95901303315542,57.96000000000001,53.90071822407081
121,59.95486916532549,57.0,53.00023761569367
122,61.20825432275549,57.0,53.160480346090964
123,57.2503574553632,53.7,49.84915546537847
124,55.58581543641322,52.160000000000004,48.370080607417
125,51.85581805647404,49.18,45.78994747337391
126,48.51844221015836,44.739999999999995,41.27931426747722
127,40.46408602228132,36.99999999999999,34.087490859748286
128,39.57556423857295,37.0,33.68636076963143
129,39.92909297041636,37.12,34.51172940103431
130,42.633518690019486,40.099999999999994,37.34544788744195
131,47.332384660519836,43.92,41.703027451723365
132,46.30148160338882,44.38,41.36281133090847
133,46.81149677221475,44.620000000000005,41.4359329141763
134,48.495568346736974,45.5,43.418700767483415
135,44.121632512402016,41.46,38.119481644971984
136,44.659000706258134,41.46,38.641136904357325
137,50.07685051344726,47.379999999999995,44.37878262900871
138,51.82524025944851,47.379999999999995,43.26838709448357
139,50.77157796756547,47.379999999999995,42.72368036855715
140,50.66149450331665,48.72,43.46880474076097
141,59.35907803724823,55.58,51.473394543927505
142,60.772151775055384,56.66,53.14214566851678
143,60.95700870751333,56.66,52.05186677028492
144,61.82182987831812,57.44,53.788621389063465
145,61.75261498099373,57.44,53.21516046012963
146,60.89555727682029,57.46000000000001,53.652905224533384
147,60.578348457440384,57.10000000000001,53.22138859883425
148,61.10405802298209,57.1,52.783426365397204
149,60.735769915612764,57.1,53.07546042914838
150,59.36227959982513,55.6,51.322213468082694
151,60.132541356165945,56.53999999999999,52.005769940917595
152,56.71854513390769,52.11999999999999,47.766110747666126
153,56.659808921948496,52.12,49.27874079213212
154,58.219107734966265,54.599999999999994,50.90319041729982
155,56.93388955557295,52.699999999999996,48.1133639457228
156,56.92142873498174,53.440000000000005,49.704393860566704
157,55.456466154203575,52.92,48.98215258542216
158,56.35408290509619,52.800000000000004,49.41361300015032
159,56.10800514987703,52.800000000000004,49.27753809182259
160,57.1707220606121,52.800000000000004,49.82952820103427
161,55.266948840422224,51.52000000000001,47.53295894433966
162,58.48311408309556,54.84000000000001,51.34914623459722
163,58.63286435212337,56.26,52.740217882804465
164,60.964997173527955,57.84,53.13649622463389
165,62.4655575871935,57.84,53.45546410649452
166,61.362753333159915,57.84,53.79400272867554
167,61.97543490754343,57.84,54.085401378991946
168,62.28677291858494,57.84,53.129059401938854
169,63.74889165168052,58.540000000000006,54.65753947525617
170,60.330851718293744,56.2,51.38084655526797
171,61.31613503707552,57.14,53.78109065436229
172,61.03279576103991,57.86,53.74751195068537
173,60.848630269293054,57.56,52.595446720363014
174,60.53375937176771,56.540000000000006,52.41738092870383
175,66.75710672280088,61.78000000000001,57.419842106464486
176,67.90777236391381,64.58000000000001,59.88809192612167
177,69.80861656912472,64.46000000000001,60.750092969536254
178,69.07858709968302,64.46000000000001,60.566476917622566
179,69.29735297959319,65.42,60.23206242650216
180,66.5951100769387,62.44,57.317563667810255
181,63.65885305652747,59.64000000000001,55.38671908330103
182,63.25973736759689,58.040000000000006,54.205441508470834
183,65.40937746906897,61.040000000000006,56.11702067069545
184,61.48445932031681,57.42000000000001,52.331723301723784
185,63.15248538429636,58.52,54.67393832578426
186,63.76062489115005,59.400000000000006,55.030941236901285
187,59.30677928133637,54.760000000000005,51.43477735303013
188,59.17170593308552,54.760000000000005,50.17719925745202
189,58.783689042338295,54.76,50.43768958493024
190,59.815023132571945,55.02,50.61532971196048
191,54.064233036746245,50.160000000000004,46.23732702610564
192,53.239125793301916,49.92000000000001,45.82811241596895
193,54.10121120167088,49.92000000000001,45.88565308596895
194,54.618903395258705,50.34,46.49131440793836
195,53.804275098557376,50.34,45.66968117204462
196,51.09148807374798,48.64,45.62839519612454
197,53.29834342450275,49.76,45.579533234608284
198,55.43824704514872,51.699999999999996,47.75641595057933
199,55.02934113629815,51.7,47.831799955659925
200,55.82570366343655,52.34,48.771281963463935
201,56.88542157229937,52.60000000000001,49.28428026852933
202,56.43872692439283,52.60000000000001,48.56300871244061
203,55.768858189039484,52.60000000000001,49.72791446450223
204,53.50601907557549,50.120000000000005,46.82902724530067
205,54.04939056630138,50.120000000000005,46.44813586864186
206,54.49242500429427,50.96,48.01975541318046
207,55.107612810222676,50.660000000000004,46.77791726868451
208,51.67763017630894,48.46,45.00124966995491
